doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_has_verbal_bc,B_tokens,B_pos_tags,B_token_count,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,B_has_content,warnings,keep?
Gos138,Gos138.s56,Sf-mode-04529,"Ito , to pa je japonsko mesto , če se ne motim , je , tako je , ja .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s56.mp3,Ito to pa je japonsko mesto če se ne motim je tako je ja,PROPN DET CCONJ AUX ADJ NOUN SCONJ PRON PART VERB VERB ADV VERB PART,Gos138.s57,Mm-posl-04531,"ja , ja .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s57.mp3,0,ja ja,PART PART,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos138,Gos138.s73,Sf-mode-04529,Išim .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s73.mp3,Išim,PROPN,Gos138.s74,Mm-posl-04531,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s74.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos138,Gos138.s91,Sf-mode-04529,"Ila , Nigerija .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s91.mp3,Ila Nigerija,PROPN PROPN,Gos138.s92,Mm-posl-04531,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s92.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos138,Gos138.s98,Sf-mode-04529,[name:personal] .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s98.mp3,[name:personal],PROPN,Gos138.s99,Dm-posl-04530,prosim .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s99.mp3,1,prosim,VERB,1,1,prosim,prositi,VERB,root,continuer,0,1,HAS_CONTENT; HAS_VERBAL_BC,
Gos138,Gos138.s100,Sf-mode-04529,i a si ste rekli .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s100.mp3,i a si ste rekli,NOUN NOUN PROPN AUX VERB,Gos138.s101,Dm-posl-04530,ja .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s101.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos138,Gos138.s109,Sf-mode-04529,"ha , bravo , ste šli še malček domov , ja , Izlake , naprej , [name:personal] .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s109.mp3,ha bravo ste šli še malček domov ja Izlake naprej [name:personal],INTJ INTJ AUX VERB PART ADV ADV PART PROPN ADV PROPN,Gos138.s110,Mm-posl-04531,eem .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s110.mp3,0,eem,INTJ,1,1,eem,eem,INTJ,root,filler,0,0,OK,
Gos139,Gos139.s178,Am-novi-10501,"smo takšni mali , mlajši bili , pa smo tu nekaj letali , pa so ta stari oča tam krave pasli , te so venak že bolj takšni malo puklavi , kakor če bi bili , pa so gučali , ka naša [name:personal] nazium hodi .",https://nl.ijs.si/project/gos20/Gos139/Gos139.s178.mp3,smo takšni mali mlajši bili pa smo tu nekaj letali pa so ta stari oča tam krave pasli te so venak že bolj takšni malo puklavi kakor če bi bili pa so gučali ka naša [name:personal] nazium hodi,AUX DET ADJ ADJ AUX CCONJ AUX ADV DET VERB CCONJ AUX DET ADJ NOUN ADV NOUN VERB ADV AUX ADV PART ADV DET DET ADJ SCONJ SCONJ AUX VERB CCONJ AUX VERB SCONJ DET PROPN NOUN VERB,Gos139.s179,If-inte-10503,"ja , mhm .",https://nl.ijs.si/project/gos20/Gos139/Gos139.s179.mp3,0,ja mhm,PART INTJ,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos142,Gos142.s163,Bf-gost-02045,na mail .,https://nl.ijs.si/project/gos20/Gos142/Gos142.s163.mp3,na mail,ADP NOUN,Gos142.s164,Am-novi-02044,aha .,https://nl.ijs.si/project/gos20/Gos142/Gos142.s164.mp3,0,aha,INTJ,1,1,aha,aha,INTJ,root,understanding,0,0,OK,
Gos144,Gos144.s288,Bm-mode-01016,"v povprečju moško telo nar- di dvajset do trideset procentov več kot , eee , testosterona kot žensko , ampak , eee , p- , igra pomembno vlogo v zdravju tako moškega tudi , eee , žensk .",https://nl.ijs.si/project/gos20/Gos144/Gos144.s288.mp3,v povprečju moško telo nar- di dvajset do trideset procentov več kot eee testosterona kot žensko ampak eee p- igra pomembno vlogo v zdravju tako moškega tudi eee žensk,ADP NOUN ADJ NOUN X X NUM ADP NUM NOUN DET SCONJ INTJ NOUN SCONJ ADJ CCONJ INTJ X VERB ADJ NOUN ADP NOUN ADV NOUN PART INTJ NOUN,Gos144.s289,Dm-mode-01017,ja .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s289.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos144,Gos144.s290,Bm-mode-01016,zakaj pa ?,https://nl.ijs.si/project/gos20/Gos144/Gos144.s290.mp3,zakaj pa,ADV CCONJ,Gos144.s291,Dm-mode-01017,no .,https://nl.ijs.si/project/gos20/Gos144/Gos144.s291.mp3,0,no,PART,1,1,no,no,PART,root,agreement,1,0,A_IS_QUESTION,
Gos145,Gos145.s206,Dm-mode-01017,"no , to je že fajn visoko , ne .",https://nl.ijs.si/project/gos20/Gos145/Gos145.s206.mp3,no to je že fajn visoko ne,PART DET AUX PART ADV ADJ PART,Gos145.s207,Ef-mode-01018,mhm .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s207.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos145,Gos145.s213,Dm-mode-01017,"vsaj ne iz glave , ne ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s213.mp3,vsaj ne iz glave ne,PART PART ADP NOUN PART,Gos145.s214,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s214.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,1,0,A_IS_QUESTION,
Gos145,Gos145.s218,Dm-mode-01017,in zato ti verjetno v premiernem hitrem kvizu ne bo težko ?,https://nl.ijs.si/project/gos20/Gos145/Gos145.s218.mp3,in zato ti verjetno v premiernem hitrem kvizu ne bo težko,CCONJ ADV PRON ADV ADP ADJ ADJ NOUN PART VERB ADV,Gos145.s219,Mm-posl-01032,ja .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s219.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos145,Gos145.s225,Dm-mode-01017,"glavni lik je bil policaj , zdaj pa je župan kot v Mariboru , še , m- , ime mu je Frenk , drži ali ne drži ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s225.mp3,glavni lik je bil policaj zdaj pa je župan kot v Mariboru še m- ime mu je Frenk drži ali ne drži,ADJ NOUN AUX AUX NOUN ADV CCONJ AUX NOUN SCONJ ADP PROPN PART X NOUN PRON AUX PROPN VERB CCONJ PART VERB,Gos145.s226,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s226.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,1,0,A_IS_QUESTION,
Gos145,Gos145.s228,Dm-mode-01017,da ali ne ?,https://nl.ijs.si/project/gos20/Gos145/Gos145.s228.mp3,da ali ne,PART CCONJ PART,Gos145.s229,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s229.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,1,0,A_IS_QUESTION,
Gos145,Gos145.s232,Dm-mode-01017,"v filmu za eno od metod mučenja uporabljajo priznane hite Damjana Murka , da ali ne ?",https://nl.ijs.si/project/gos20/Gos145/Gos145.s232.mp3,v filmu za eno od metod mučenja uporabljajo priznane hite Damjana Murka da ali ne,ADP NOUN ADP NUM ADP NOUN NOUN VERB ADJ NOUN PROPN PROPN PART CCONJ PART,Gos145.s233,Mm-posl-01032,ne .,https://nl.ijs.si/project/gos20/Gos145/Gos145.s233.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,1,0,A_IS_QUESTION,
Gos146,Gos146.s152,Dm-mode-01017,"ob Baracku Oma- , Obami že omenjenem , ne , ki ga je omenil [name:personal] , še Napoleon Bonaparte , recimo .",https://nl.ijs.si/project/gos20/Gos146/Gos146.s152.mp3,ob Baracku Oma- Obami že omenjenem ne ki ga je omenil [name:personal] še Napoleon Bonaparte recimo,ADP PROPN X PROPN PART ADJ PART SCONJ PRON AUX VERB PROPN PART PROPN PROPN VERB,Gos146.s153,Ef-mode-01018,mmm .,https://nl.ijs.si/project/gos20/Gos146/Gos146.s153.mp3,0,mmm,INTJ,1,1,mmm,mmm,INTJ,root,continuer,0,0,OK,
Gos152,Gos152.s140,Zf-mode-01014,verjetno ima kakšne take sočne za s sabo .,https://nl.ijs.si/project/gos20/Gos152/Gos152.s140.mp3,verjetno ima kakšne take sočne za s sabo,ADV VERB DET DET ADJ ADP ADP PRON,Gos152.s141,Tf-mode-01013,aja .,https://nl.ijs.si/project/gos20/Gos152/Gos152.s141.mp3,0,aja,INTJ,1,1,aja,aja,INTJ,root,understanding,0,0,OK,
Gos156,Gos156.s18,Jm-gost-08504,"ideja , ja , to je bila pa , eee , to sta pa , eee začetnika , ko sta bila , ko sta ustanovila ta bend .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s18.mp3,ideja ja to je bila pa eee to sta pa eee začetnika ko sta bila ko sta ustanovila ta bend,NOUN PART DET AUX AUX CCONJ INTJ DET AUX CCONJ INTJ NOUN SCONJ AUX VERB SCONJ AUX VERB DET NOUN,Gos156.s19,Rm-mode-08503,"mhm , aha .",https://nl.ijs.si/project/gos20/Gos156/Gos156.s19.mp3,0,mhm aha,INTJ INTJ,2,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos156,Gos156.s21,Rm-mode-08503,[name:personal] pa [name:personal] .,https://nl.ijs.si/project/gos20/Gos156/Gos156.s21.mp3,[name:personal] pa [name:personal],PROPN CCONJ PROPN,Gos156.s22,Jm-gost-08504,ja .,https://nl.ijs.si/project/gos20/Gos156/Gos156.s22.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos157,Gos157.s133,Am-novi-02048,"ne , mislim , mis- , ona gospa je bila res bizarna in ta , ki je s tičem okoli hodil , je bil tudi .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s133.mp3,ne mislim mis- ona gospa je bila res bizarna in ta ki je s tičem okoli hodil je bil tudi,PART VERB X DET NOUN AUX AUX ADV ADJ CCONJ DET SCONJ AUX ADP NOUN ADV VERB AUX VERB PART,Gos157.s134,Cf-gost-00510,"aja , ja .",https://nl.ijs.si/project/gos20/Gos157/Gos157.s134.mp3,0,aja ja,INTJ PART,2,1,aja,aja,INTJ,root,understanding,0,0,OK,
Gos157,Gos157.s139,Am-novi-02048,kaj ?,https://nl.ijs.si/project/gos20/Gos157/Gos157.s139.mp3,kaj,PRON,Gos157.s140,Bm-novi-02049,ja .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s140.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos157,Gos157.s161,Am-novi-02048,"ti si imela svojo oddajo tam , ne , ka- , za kaj , za k- , ka- , za kaj je šlo v tisti oddaji ?",https://nl.ijs.si/project/gos20/Gos157/Gos157.s161.mp3,ti si imela svojo oddajo tam ne ka- za kaj za k- ka- za kaj je šlo v tisti oddaji,PRON AUX VERB DET NOUN ADV PART X ADP PRON ADP X X ADP PRON AUX VERB ADP DET NOUN,Gos157.s162,Cf-gost-00510,mhm .,https://nl.ijs.si/project/gos20/Gos157/Gos157.s162.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,1,0,A_IS_QUESTION,
Gos158,Gos158.s108,Cm-mode-02049,"dajmo , luknja slavnih .",https://nl.ijs.si/project/gos20/Gos158/Gos158.s108.mp3,dajmo luknja slavnih,VERB NOUN ADJ,Gos158.s109,Af-gost-09027,"ja , okej .",https://nl.ijs.si/project/gos20/Gos158/Gos158.s109.mp3,0,ja okej,PART ADV,2,1,ja,ja,PART,discourse,agreement,0,0,OK,
Gos158,Gos158.s121,Em-mode-02048,"obražček daš , lahko pa na stopničko stopiš , veš , tukajle .",https://nl.ijs.si/project/gos20/Gos158/Gos158.s121.mp3,obražček daš lahko pa na stopničko stopiš veš tukajle,NOUN VERB ADV CCONJ ADP NOUN VERB VERB ADV,Gos158.s122,Af-gost-09027,prosim .,https://nl.ijs.si/project/gos20/Gos158/Gos158.s122.mp3,1,prosim,VERB,1,1,prosim,prositi,VERB,root,continuer,0,1,HAS_CONTENT; HAS_VERBAL_BC,
Gos159,Gos159.s574,Sm-novi-02049,"anal , zato ker če že govorimo o čki , ne vem , kaj ima to veze z , dobro , odvisno , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s574.mp3,anal zato ker če že govorimo o čki ne vem kaj ima to veze z dobro odvisno ja,NOUN ADV SCONJ SCONJ PART VERB ADP NOUN PART VERB ADV VERB DET NOUN ADP ADV ADV PART,Gos159.s575,Gm-novi-02048,"ja , ja , ja , aaa .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s575.mp3,0,ja ja ja aaa,PART PART PART INTJ,4,1,ja,ja,PART,root,agreement,0,1,HAS_CONTENT,
Gos159,Gos159.s582,Om-gost-06560,"to je isto klekljanje , to je ist- .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s582.mp3,to je isto klekljanje to je ist-,DET AUX ADV NOUN DET VERB X,Gos159.s583,Gm-novi-02048,ja .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s583.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos159,Gos159.s585,Om-gost-06560,"fernki so povsod , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s585.mp3,fernki so povsod ja,NOUN VERB ADV PART,Gos159.s586,Sm-novi-02049,"ja , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s586.mp3,0,ja ja,PART PART,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos159,Gos159.s587,Om-gost-06560,"ker ne , ne , nikjer ne najdeš , kje je začetek , a veš , kaj hočem reči ?",https://nl.ijs.si/project/gos20/Gos159/Gos159.s587.mp3,ker ne ne nikjer ne najdeš kje je začetek a veš kaj hočem reči,SCONJ PART PART ADV PART VERB ADV VERB NOUN ADV VERB PRON VERB VERB,Gos159.s588,Sm-novi-02049,"ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s588.mp3,0,ja ja ja,PART PART PART,3,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos159,Gos159.s589,Gm-novi-02048,"dobro , ne vem , kakšni so tvoji problemi , ampak , eee , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s589.mp3,dobro ne vem kakšni so tvoji problemi ampak eee ja,ADV PART VERB DET AUX DET NOUN CCONJ INTJ PART,Gos159.s590,Sm-novi-02049,"ja , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s590.mp3,0,ja ja,PART PART,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos159,Gos159.s602,Gm-novi-02048,"tako , tako , tako , tako .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s602.mp3,tako tako tako tako,ADV ADV ADV ADV,Gos159.s603,Om-gost-06560,ja .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s603.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos159,Gos159.s604,Sm-novi-02049,zlajhal si čko .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s604.mp3,zlajhal si čko,VERB AUX NOUN,Gos159.s605,Gm-novi-02048,"ja , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s605.mp3,0,ja ja ja ja,PART PART PART PART,4,1,ja,ja,PART,root,agreement,0,1,HAS_CONTENT,
Gos159,Gos159.s608,Gm-novi-02048,"ja , zdajle .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s608.mp3,ja zdajle,PART ADV,Gos159.s609,Sm-novi-02049,ooo .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s609.mp3,0,ooo,INTJ,1,1,ooo,ooo,INTJ,root,surprise,0,0,OK,
Gos159,Gos159.s619,Om-gost-06560,"pa daj , no , pa čakaj , no , bodi fer .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s619.mp3,pa daj no pa čakaj no bodi fer,CCONJ VERB PART CCONJ VERB PART AUX ADJ,Gos159.s620,Gm-novi-02048,ne .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s620.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,0,0,OK,
Gos159,Gos159.s627,Om-gost-06560,"pa daj , a kaj zdaj , a me boste še enkrat metali iz služ- , saj nimam službe sicer , ampak",https://nl.ijs.si/project/gos20/Gos159/Gos159.s627.mp3,pa daj a kaj zdaj a me boste še enkrat metali iz služ- saj nimam službe sicer ampak,CCONJ VERB PART ADV ADV PART PRON AUX PART ADV VERB ADP X CCONJ VERB NOUN PART CCONJ,Gos159.s628,Sm-novi-02049,ne .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s628.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,0,0,OK,
Gos159,Gos159.s640,Gm-novi-02048,"nič , nič .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s640.mp3,nič nič,PRON PRON,Gos159.s641,Sm-novi-02049,"joj , ne , ne , ne , ne , ne , ne .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s641.mp3,0,joj ne ne ne ne ne ne,INTJ PART PART PART PART PART PART,7,1,joj,joj,INTJ,root,surprise,0,1,HAS_CONTENT,
Gos159,Gos159.s643,Om-gost-06560,"ne , meni je všeč to , da v- , sta tako na , na eni , eem .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s643.mp3,ne meni je všeč to da v- sta tako na na eni eem,PART PRON VERB ADV DET SCONJ X VERB ADV ADP ADP NUM INTJ,Gos159.s644,Sm-novi-02049,ja .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s644.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos159,Gos159.s654,Gm-novi-02048,kako more biti tvojim fajn doma .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s654.mp3,kako more biti tvojim fajn doma,ADV VERB VERB DET ADJ ADV,Gos159.s655,Sm-novi-02049,"ah , ah .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s655.mp3,0,ah ah,INTJ INTJ,2,1,ah,ah,INTJ,root,surprise,0,0,OK,
Gos159,Gos159.s659,Om-gost-06560,marija .,https://nl.ijs.si/project/gos20/Gos159/Gos159.s659.mp3,marija,INTJ,Gos159.s660,Gm-novi-02048,"ja , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos159/Gos159.s660.mp3,0,ja ja ja ja,PART PART PART PART,4,1,ja,ja,PART,root,agreement,0,1,HAS_CONTENT,
Gos164,Gos164.s495,Mm-gost-09018,"potem boljše , da sem tiho , ne ?",https://nl.ijs.si/project/gos20/Gos164/Gos164.s495.mp3,potem boljše da sem tiho ne,ADV ADJ SCONJ VERB ADV PART,Gos164.s496,Zm-mode-00026,"ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos164/Gos164.s496.mp3,0,ja ja ja,PART PART PART,3,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos164,Gos164.s499,Zm-mode-00026,"opala , gor gremo , copati !",https://nl.ijs.si/project/gos20/Gos164/Gos164.s499.mp3,opala gor gremo copati,INTJ ADV VERB NOUN,Gos164.s500,Yn-posl-00000,ooo .,https://nl.ijs.si/project/gos20/Gos164/Gos164.s500.mp3,0,ooo,INTJ,1,1,ooo,ooo,INTJ,root,surprise,0,0,OK,
Gos164,Gos164.s512,Zm-mode-00026,katero ?,https://nl.ijs.si/project/gos20/Gos164/Gos164.s512.mp3,katero,DET,Gos164.s513,Tf-nast-09007,eem .,https://nl.ijs.si/project/gos20/Gos164/Gos164.s513.mp3,0,eem,INTJ,1,1,eem,eem,INTJ,root,filler,1,0,A_IS_QUESTION,
Gos164,Gos164.s527,Zm-mode-00026,Svingerji !,https://nl.ijs.si/project/gos20/Gos164/Gos164.s527.mp3,Svingerji,NOUN,Gos164.s528,Af-gost-06561,ja .,https://nl.ijs.si/project/gos20/Gos164/Gos164.s528.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos164,Gos164.s532,Af-gost-06561,"ni , ni .",https://nl.ijs.si/project/gos20/Gos164/Gos164.s532.mp3,ni ni,VERB VERB,Gos164.s533,Zm-mode-00026,ha ?,https://nl.ijs.si/project/gos20/Gos164/Gos164.s533.mp3,0,ha,INTJ,1,1,ha,ha,INTJ,root,surprise,0,0,OK,
Gos167,Gos167.s134,Tm-nast-06575,[name:personal] .,https://nl.ijs.si/project/gos20/Gos167/Gos167.s134.mp3,[name:personal],PROPN,Gos167.s135,If-nast-06574,ja .,https://nl.ijs.si/project/gos20/Gos167/Gos167.s135.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos167,Gos167.s165,Df-mode-06573,"verjamete , bo podobno storilo tudi mnogo drugih Slovencev , kajneda ?",https://nl.ijs.si/project/gos20/Gos167/Gos167.s165.mp3,verjamete bo podobno storilo tudi mnogo drugih Slovencev kajneda,VERB AUX ADV VERB PART DET ADJ PROPN PART,Gos167.s166,If-nast-06574,"ja , ja .",https://nl.ijs.si/project/gos20/Gos167/Gos167.s166.mp3,0,ja ja,PART PART,2,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos167,Gos167.s169,Df-mode-06573,a si se drugače zame takole zrihtal ?,https://nl.ijs.si/project/gos20/Gos167/Gos167.s169.mp3,a si se drugače zame takole zrihtal,PART AUX PRON ADV PRON ADV VERB,Gos167.s170,If-nast-06574,ja .,https://nl.ijs.si/project/gos20/Gos167/Gos167.s170.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos167,Gos167.s175,Df-mode-06573,"[name:personal] [name:surname] , eee , imate vi tole , eee , same Belokranjce s seboj na tribuni ?",https://nl.ijs.si/project/gos20/Gos167/Gos167.s175.mp3,[name:personal] [name:surname] eee imate vi tole eee same Belokranjce s seboj na tribuni,PROPN PROPN INTJ VERB PRON DET INTJ ADJ PROPN ADP PRON ADP NOUN,Gos167.s176,Tm-nast-06575,ja .,https://nl.ijs.si/project/gos20/Gos167/Gos167.s176.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos167,Gos167.s191,Tm-nast-06575,"eee , ne obeta se nam v letu dva tisoč devet verjetno nič lepega , kar zadeva , eee , zaposlitve .",https://nl.ijs.si/project/gos20/Gos167/Gos167.s191.mp3,eee ne obeta se nam v letu dva tisoč devet verjetno nič lepega kar zadeva eee zaposlitve,INTJ PART VERB PRON PRON ADP NOUN NUM NUM NUM ADV PRON ADJ PRON NOUN INTJ NOUN,Gos167.s192,Df-mode-06573,mhm .,https://nl.ijs.si/project/gos20/Gos167/Gos167.s192.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos172,Gos172.s199,Af-prof-05563,"mislim , da , da je bolj bolj lahko , ker tudi , eee , vmes , kar koli drugega boš delala , s- , jaz imam zmeraj občutek , da se nekomu vpičim v sredi dela , no , ne vem , če nisem prav sigurna , kaj , eee , kako on misli narediti , ja .",https://nl.ijs.si/project/gos20/Gos172/Gos172.s199.mp3,mislim da da je bolj bolj lahko ker tudi eee vmes kar koli drugega boš delala s- jaz imam zmeraj občutek da se nekomu vpičim v sredi dela no ne vem če nisem prav sigurna kaj eee kako on misli narediti ja,VERB SCONJ SCONJ AUX ADV ADV ADV SCONJ PART INTJ ADV PRON PART ADJ AUX VERB X PRON VERB ADV NOUN SCONJ PRON PRON VERB ADP NOUN NOUN PART PART VERB SCONJ AUX PART ADJ PRON INTJ ADV PRON VERB VERB PART,Gos172.s200,Bf-prof-05564,ja .,https://nl.ijs.si/project/gos20/Gos172/Gos172.s200.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos173,Gos173.s23,Bm-stra-05582,"mhm , ja , saj če bi , če bi bilo preveč , pizda , pol bi ti pa to škodovalo , a ne , te pa to zvilo pol .",https://nl.ijs.si/project/gos20/Gos173/Gos173.s23.mp3,mhm ja saj če bi če bi bilo preveč pizda pol bi ti pa to škodovalo a ne te pa to zvilo pol,INTJ PART CCONJ SCONJ AUX SCONJ AUX AUX DET NOUN DET AUX PRON CCONJ DET VERB PART PART PRON CCONJ DET VERB DET,Gos173.s24,Am-prod-05581,aha .,https://nl.ijs.si/project/gos20/Gos173/Gos173.s24.mp3,0,aha,INTJ,1,1,aha,aha,INTJ,root,understanding,0,0,OK,
Gos173,Gos173.s27,Am-prod-05581,"in smo prišli noter , drugi pa ne , imajo premočne .",https://nl.ijs.si/project/gos20/Gos173/Gos173.s27.mp3,in smo prišli noter drugi pa ne imajo premočne,CCONJ AUX VERB ADV ADJ CCONJ PART VERB ADJ,Gos173.s28,Bm-stra-05582,mhm .,https://nl.ijs.si/project/gos20/Gos173/Gos173.s28.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos173,Gos173.s46,Am-prod-05581,je to res ali ne ?,https://nl.ijs.si/project/gos20/Gos173/Gos173.s46.mp3,je to res ali ne,VERB DET ADV CCONJ PART,Gos173.s47,Bm-stra-05582,"ne , res .",https://nl.ijs.si/project/gos20/Gos173/Gos173.s47.mp3,0,ne res,PART ADV,2,1,ne,ne,PART,discourse,agreement,1,0,A_IS_QUESTION,
Gos173,Gos173.s68,Am-prod-05581,"ja , saj ga bom imel , veš , kdaj ga bom imel , ne zdaj ta teden , ne ta teden , ampak verjetno že naslednji teden en dan .",https://nl.ijs.si/project/gos20/Gos173/Gos173.s68.mp3,ja saj ga bom imel veš kdaj ga bom imel ne zdaj ta teden ne ta teden ampak verjetno že naslednji teden en dan,PART CCONJ PRON AUX VERB VERB ADV PRON AUX VERB PART ADV DET NOUN PART DET NOUN CCONJ ADV PART ADJ NOUN DET NOUN,Gos173.s69,Bm-stra-05582,ja .,https://nl.ijs.si/project/gos20/Gos173/Gos173.s69.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos174,Gos174.s22,Cf-udel-05580,"tako , ime , ja , tako , da mi to objavimo , ne , tako , da ta , ki bo odprl internetno stran , da takoj vidi , ne .",https://nl.ijs.si/project/gos20/Gos174/Gos174.s22.mp3,tako ime ja tako da mi to objavimo ne tako da ta ki bo odprl internetno stran da takoj vidi ne,ADV NOUN PART ADV SCONJ PRON DET VERB PART ADV SCONJ DET SCONJ AUX VERB ADJ NOUN SCONJ ADV VERB PART,Gos174.s23,Af-vodj-05578,mhm .,https://nl.ijs.si/project/gos20/Gos174/Gos174.s23.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos177,Gos177.s78,Af-prof-02166,"m , ja , ja , ja , ja , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos177/Gos177.s78.mp3,m ja ja ja ja ja ja ja,INTJ PART PART PART PART PART PART PART,Gos177.s79,Bf-stud-02167,"ja , super .",https://nl.ijs.si/project/gos20/Gos177/Gos177.s79.mp3,0,ja super,PART ADV,2,1,ja,ja,PART,discourse,agreement,0,0,OK,
