doc,confidence,confidence_score,A_sent_id,A_speaker,A_text,B_sent_id,B_speaker,B_text,B_nonpunct_token_count,A_root_token_id,A_root_form,A_root_upos,B_root_form,B_root_upos,a_orphan_last2,a_truncation,a_end_connector,b_backchannel_like,b_question_like,a_b_lexical_overlap,overlap_lemmas,why_candidate,proposed_attach_A_root,keep?,proposed_coconstruct_deprel,proposed_coconstruct_misc
Gos254,LOW,24,Gos254.s627,Dm-prij-06009,steriliziraš se .,Gos254.s629,Mm-prij-06007,posvojiš .,1,1,steriliziraš,VERB,posvojiš,VERB,False,False,True,False,False,False,,A connector-like ending,Gos254.s627::1,,,
Gos254,LOW,24,Gos254.s635,If-prij-06008,kdo ?,Gos254.s636,Mm-prij-06007,"znaš , kako .",2,1,kdo,PRON,znaš,VERB,False,False,True,False,False,False,,A connector-like ending,Gos254.s635::1,,,
Gos256,LOW,24,Gos256.s73,Bf-sode-07099,"oni prvi dan je bilo v bistvu že skoraj vse narejeno , drugi dan so samo še tu pa tam kje kaj .",Gos256.s74,Af-sode-07098,a da .,2,11,narejeno,ADJ,a,INTJ,False,False,True,False,False,False,,A connector-like ending,Gos256.s73::11,,,
Gos256,LOW,24,Gos256.s74,Af-sode-07098,a da .,Gos256.s75,Bf-sode-07099,popravljale .,1,1,a,INTJ,popravljale,VERB,False,False,True,False,False,False,,A connector-like ending,Gos256.s74::1,,,
Gos264,LOW,24,Gos264.s120,Tm-prij-01081,"pa včasih še mogoče [name:personal] dobimo zraven , če",Gos264.s121,Bf-prij-01082,fajn .,1,6,dobimo,VERB,fajn,ADJ,False,False,True,False,False,False,,A connector-like ending,Gos264.s120::6,,,
Gos268,LOW,24,Gos268.s228,Vf-prij-06002,jo .,Gos268.s229,Tf-prij-06001,ziher ne .,2,1,jo,PRON,ne,PART,False,False,True,False,False,False,,A connector-like ending,Gos268.s228::1,,,
Gos268,LOW,24,Gos268.s233,Vf-prij-06002,jo .,Gos268.s235,Tf-prij-06001,"ja , to .",2,1,jo,PRON,to,DET,False,False,True,False,False,False,,A connector-like ending,Gos268.s233::1,,,
Gos270,LOW,24,Gos270.s187,Am-prij-02168,"veš , da .",Gos270.s188,Bm-prij-02169,"pizda , ej .",2,1,veš,VERB,pizda,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos270.s187::1,,,
Gos285,LOW,24,Gos285.s186,Am-prij-07100,"mislim , zraven , pod mano .",Gos285.s187,Bf-prij-07101,pod tabo .,2,3,zraven,ADV,tabo,PRON,False,False,True,False,False,False,,A connector-like ending,Gos285.s186::3,,,
Gos153,LOW,20,Gos153.s30,Af-mode-01010,ne še .,Gos153.s31,Tf-mode-01013,"mh , ja , hm .",3,1,ne,PART,ja,PART,False,False,True,False,False,False,,A connector-like ending,Gos153.s30::1,,,
Gos243,LOW,20,Gos243.s98,Am-prij-09505,"ja , kaj takega .",Gos243.s99,Mm-prij-09507,na par forumov,3,3,kaj,PRON,forumov,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos243.s98::3,,,
Gos179,LOW,20,Gos179.s161,Bm-sode-05588,pa,Gos179.s162,Af-sode-05584,to so lastniki Dnevnik .,4,1,pa,CCONJ,lastniki,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos179.s161::1,,,
Gos027,LOW,20,Gos027.s75,Fm-mode-05592,ker ?,Gos027.s76,Lm-posl-05607,ker sem pameten .,3,1,ker,SCONJ,pameten,ADJ,False,False,True,False,False,False,,A connector-like ending,Gos027.s75::1,,,
Gos033,LOW,20,Gos033.s28,Ef-anke-05595,"eee , ja , nekateri med njimi si izbrali tako življenje , največ jih je pa verjetno prisiljenih v to .",Gos033.s29,Fm-anke-05596,"ni jim luštno , ne .",4,9,izbrali,VERB,ni,VERB,False,False,True,False,False,False,,A connector-like ending,Gos033.s28::9,,,
Gos057,LOW,20,Gos057.s253,Am-prof-07143,kaj pa je to ?,Gos057.s255,Em-ucen-07144,"ja , kretnje na obrazu .",4,1,kaj,PRON,kretnje,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos057.s253::1,,,
Gos136,LOW,20,Gos136.s387,Cm-mode-05621,"mislim , da ne še .",Gos136.s388,Am-mode-05620,"devetinos- , deves- , ne .",3,1,mislim,VERB,ne,PART,False,False,True,False,False,False,,A connector-like ending,Gos136.s387::1,,,
Gos137,LOW,20,Gos137.s574,Jm-posl-05627,"nimam pojma , kdo je to .",Gos137.s575,Am-mode-05620,to je drugače Bono .,4,1,nimam,VERB,Bono,PROPN,False,False,True,False,False,False,,A connector-like ending,Gos137.s574::1,,,
Gos159,LOW,20,Gos159.s592,Sm-novi-02049,"ja , nočemo vedeti , čka od človeka je tudi",Gos159.s593,Om-gost-06560,"ja , ja , ja , saj .",4,3,nočemo,VERB,saj,CCONJ,False,False,True,False,False,False,,A connector-like ending,Gos159.s592::3,,,
Gos181,LOW,20,Gos181.s478,Bf-udel-02553,"ej , hvaležne smo ti , naredi to .",Gos181.s479,Af-udel-02552,ko pridem gor .,3,3,hvaležne,ADJ,pridem,VERB,False,False,True,False,False,False,,A connector-like ending,Gos181.s478::3,,,
Gos219,LOW,20,Gos219.s83,Am-soro-02104,to je brat od tega [name:personal] pa od teh .,Gos219.s84,Bm-otro-02105,"ja , ja , ja , ja .",4,3,brat,NOUN,ja,PART,False,False,True,False,False,False,,A connector-like ending,Gos219.s83::3,,,
Gos223,LOW,20,Gos223.s349,Af-prij-05585,"ma , živijo samo v dveh , one ?",Gos223.s350,Cf-prij-05587,"aa , ni še kakšen .",4,3,živijo,VERB,ni,VERB,False,False,True,False,False,False,,A connector-like ending,Gos223.s349::3,,,
Gos224,LOW,20,Gos224.s88,Af-prij-07190,"ja , no , saj tisti",Gos224.s89,Bf-prij-07191,[name:personal] [name:surname] je bila .,4,6,tisti,DET,bila,VERB,False,False,True,False,False,False,,A connector-like ending,Gos224.s88::6,,,
Gos224,LOW,20,Gos224.s162,Bf-prij-07191,"o , jebemtiš , to bi bilo za mene .",Gos224.s163,Af-prij-07190,pa za [name:personal] .,3,7,bilo,VERB,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos224.s162::7,,,
Gos225,LOW,20,Gos225.s354,Cm-prij-02347,"ne , ne , samo tako je bilo hecno , ko",Gos225.s355,Hf-prij-02352,pa če imam .,3,9,hecno,ADJ,imam,VERB,False,False,True,False,False,False,,A connector-like ending,Gos225.s354::9,,,
Gos254,LOW,20,Gos254.s642,If-prij-06008,"kje , kaj je to ?",Gos254.s643,Dm-prij-06009,imajo tiste notri pa,4,1,kje,ADV,imajo,VERB,False,False,True,False,False,False,,A connector-like ending,Gos254.s642::1,,,
Gos264,LOW,20,Gos264.s73,Tm-prij-01081,"je , eee . imajo izvajalce pa",Gos264.s74,Bf-prij-01082,"ja , ja , itak .",3,5,imajo,VERB,itak,PART,False,False,True,False,False,False,,A connector-like ending,Gos264.s73::5,,,
Gos264,LOW,20,Gos264.s79,Bf-prij-01082,"veš , da .",Gos264.s80,Tm-prij-01081,"ju , na srečanju , ja .",4,1,veš,VERB,srečanju,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos264.s79::1,,,
Gos268,LOW,20,Gos268.s235,Tf-prij-06001,"ja , to .",Gos268.s238,Vf-prij-06002,pa vsak to reče .,4,3,to,DET,reče,VERB,False,False,True,False,False,False,,A connector-like ending,Gos268.s235::3,,,
Gos280,LOW,20,Gos280.s74,Af-soro-09512,"je pa tak debel , saj veš , ko so tisti trami bili od štale pa to , so tisti",Gos280.s75,Mf-soro-09513,"ja ja , ja ja .",4,4,debel,ADJ,ja,PART,False,False,True,False,False,False,,A connector-like ending,Gos280.s74::4,,,
Gos285,LOW,20,Gos285.s187,Bf-prij-07101,pod tabo .,Gos285.s189,Am-prij-07100,"pod mano je , ja .",4,2,tabo,PRON,je,VERB,False,False,True,False,False,False,,A connector-like ending,Gos285.s187::2,,,
Gos018,LOW,15,Gos018.s318,Em-ucen-01089,"ja , pa poleg",Gos018.s320,Mf-prof-01097,"tale hiše je kar nekaj značilno , ker propadajo .",8,4,poleg,ADP,značilno,ADV,False,False,True,False,False,False,,A connector-like ending,Gos018.s318::4,,,
Gos141,LOW,15,Gos141.s339,Kf-posl-02076,"ja , malce .",Gos141.s340,Cf-novi-02068,"tukaj [name:personal] [name:surname] , Radio Center .",5,3,malce,DET,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos141.s339::3,,,
Gos218,LOW,15,Gos218.s578,Ef-soro-10003,"genau , wo ist den das , ach so , da .",Gos218.s579,Bf-ssta-10002,"[name:personal] je tudi , [name:personal] tudi .",5,1,genau,X,je,VERB,False,False,True,False,False,False,,A connector-like ending,Gos218.s578::1,,,
Gos273,LOW,15,Gos273.s87,Bf-prij-02102,tako da,Gos273.s88,Af-prij-02101,"no , povej , kako sta se še kaj imela .",8,1,tako,CCONJ,povej,VERB,False,False,True,False,False,False,,A connector-like ending,Gos273.s87::1,,,
Gos160,LOW,15,Gos160.s164,Bm-nast-00022,in to .,Gos160.s165,Um-nast-00021,gre v hladilnik za čez noč .,6,2,to,DET,gre,VERB,False,False,True,False,False,False,,A connector-like ending,Gos160.s164::2,,,
Gos056,LOW,15,Gos056.s450,Cm-ucen-02333,kaj sta ful grozna ali kaj .,Gos056.s452,Bm-prof-02332,tebe bi pa rad najprej videl tukaj spredaj .,8,4,grozna,ADJ,videl,VERB,False,False,True,False,False,False,,A connector-like ending,Gos056.s450::4,,,
Gos145,LOW,15,Gos145.s211,Dm-mode-01017,"no , pol pa še zemljepisno dolžino in širino povej , če",Gos145.s212,Mm-posl-01032,"o , to pa ne bo šlo .",6,10,povej,VERB,šlo,VERB,False,False,True,False,False,False,,A connector-like ending,Gos145.s211::10,,,
Gos159,LOW,15,Gos159.s640,Gm-novi-02048,"nič , nič .",Gos159.s641,Sm-novi-02049,"joj , ne , ne , ne , ne , ne , ne .",7,1,nič,PRON,joj,INTJ,False,False,True,False,False,False,,A connector-like ending,Gos159.s640::1,,,
Gos166,LOW,15,Gos166.s145,Af-novi-02159,kako je bilo to ?,Gos166.s146,Cm-gost-02163,"uh , to je bilo grozljivo .",5,3,bilo,VERB,grozljivo,ADJ,False,False,True,False,False,False,,A connector-like ending,Gos166.s145::3,,,
Gos181,LOW,15,Gos181.s422,Af-udel-02552,"delovni list tri , tako , samo to .",Gos181.s423,Cf-udel-02554,"ne , tisto je bilo treba samo .",6,2,list,NOUN,bilo,VERB,False,False,True,False,False,False,,A connector-like ending,Gos181.s422::2,,,
Gos181,LOW,15,Gos181.s428,Df-udel-02555,kaj so to ?,Gos181.s429,Cf-udel-02554,to še nismo nič navodil dobili za to .,8,1,kaj,PRON,dobili,VERB,False,False,True,False,False,False,,A connector-like ending,Gos181.s428::1,,,
Gos181,LOW,15,Gos181.s453,Cf-udel-02554,"aja , naš .",Gos181.s454,Af-udel-02552,naš aktiv more to narediti .,5,3,naš,DET,more,VERB,False,False,True,False,False,False,,A connector-like ending,Gos181.s453::3,,,
Gos200,LOW,15,Gos200.s116,Bm-klic-02237,"aha , v katerem",Gos200.s117,Af-info-05596,"eee , v tistem roku , če",5,4,katerem,DET,roku,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos200.s116::4,,,
Gos217,LOW,15,Gos217.s97,Jf-star-10005,"čakaj , ene dva rapic še .",Gos217.s98,Bf-ssta-10002,"ja , pa ti jej , pa [name:personal] tudi .",7,5,rapic,NOUN,jej,VERB,False,False,True,False,False,False,,A connector-like ending,Gos217.s97::5,,,
Gos217,LOW,15,Gos217.s98,Bf-ssta-10002,"ja , pa ti jej , pa [name:personal] tudi .",Gos217.s99,Jf-star-10005,notri je še solata tudi .,5,5,jej,VERB,je,VERB,False,False,True,False,False,False,,A connector-like ending,Gos217.s98::5,,,
Gos224,LOW,15,Gos224.s151,Af-prij-07190,"ne , zdaj imajo pa te .",Gos224.s152,Bf-prij-07191,"eee , ja , ta ki , da se zbirajo .",7,4,imajo,VERB,ta,DET,False,False,True,False,False,False,,A connector-like ending,Gos224.s151::4,,,
Gos233,LOW,15,Gos233.s364,Tm-otro-03016,"ne , ta naša samohodka je kriza , ker",Gos233.s366,Bm-star-03014,"vse raztepe pa razm- , ostane na tleh .",7,7,kriza,NOUN,raztepe,VERB,False,False,True,False,False,False,,A connector-like ending,Gos233.s364::7,,,
Gos235,LOW,15,Gos235.s248,Tf-soro-09519,"verjetno bo , sicer so predavatelji v glavnem , eee , sami , izgleda , knjige pišejo , ne , in morajo , ja , ja , ja , in so kar rekli , zastonj nismo knjig pisali , boste kar lepo kupili jih .",Gos235.s249,Mf-soro-09520,"od enainosemdesetega le- , eee , leta , ja , ja .",7,2,bo,VERB,leta,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos235.s248::2,,,
Gos244,LOW,15,Gos244.s412,Mm-prij-09518,"ja , saj .",Gos244.s413,Sm-prij-09517,"vsaj ta , eee , to razumem , ja .",6,3,saj,CCONJ,razumem,VERB,False,False,True,False,False,False,,A connector-like ending,Gos244.s412::3,,,
Gos244,LOW,15,Gos244.s414,Mm-prij-09518,"srbščine in hrvaščine , pa še , pa cirilica pa to .",Gos244.s415,Sm-prij-09517,"to ne bo problem , ne .",5,1,srbščine,NOUN,problem,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos244.s414::1,,,
Gos251,LOW,15,Gos251.s301,Mm-prij-07531,kaj ?,Gos251.s302,Om-prij-07528,tri tavžent kart je samo ven šlo .,7,1,kaj,PRON,šlo,VERB,False,False,True,False,False,False,,A connector-like ending,Gos251.s301::1,,,
Gos254,LOW,15,Gos254.s601,Mm-prij-06007,kar nekaj .,Gos254.s602,If-prij-06008,ka so stopnjo više kakor ti .,6,2,nekaj,DET,so,VERB,False,False,True,False,False,False,,A connector-like ending,Gos254.s601::2,,,
Gos254,LOW,15,Gos254.s618,If-prij-06008,jo jo .,Gos254.s619,Dm-prij-06009,"ti samo šef prinese , pa več ni .",7,1,jo,PRON,prinese,VERB,False,False,True,False,False,False,,A connector-like ending,Gos254.s618::1,,,
Gos257,LOW,15,Gos257.s152,Cf-prij-07151,"[name:surname] , kateri je to ?",Gos257.s153,Af-prij-07149,"drugače , drugače so pa v glavnem",6,1,[name:surname],PROPN,so,VERB,False,False,True,False,False,False,,A connector-like ending,Gos257.s152::1,,,
Gos264,LOW,15,Gos264.s114,Bf-prij-01082,kateri je že to ?,Gos264.s115,Tm-prij-01081,"[name:personal] en , eee , ja , mhm .",5,1,kateri,DET,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos264.s114::1,,,
Gos270,LOW,15,Gos270.s184,Bm-prij-02169,kaj ga še kar geekaš ali kaj ?,Gos270.s185,Am-prij-02168,"ja , glej , kaj pa naj delam .",6,5,geekaš,VERB,delam,VERB,False,False,True,False,False,False,,A connector-like ending,Gos270.s184::5,,,
